ReturnQuantity,ModelName,ProductCost,Region,Country,Continent,SubcategoryName,CategoryName,Month,Week,Day,Season,Productprice,Returned Revenue Loss,Internal Cost of Returns,Profit Lost on Returns
1,Long-Sleeve Logo Jersey,31.7244,Southwest,United States,North America,Jerseys,Clothing,October,41,Monday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Half-Finger Gloves,9.7136,Southwest,United States,North America,Gloves,Clothing,October,41,Monday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,HL Mountain Tire,13.09,Southwest,United States,North America,Tires and Tubes,Accessories,October,41,Monday,Autumn,35.0,35.0,13.09,21.91
1,Mountain Bottle Cage,3.7363,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,41,Monday,Autumn,9.99,9.99,3.7363,6.2537
1,Road Tire Tube,1.4923,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Monday,Autumn,3.99,3.99,1.4923,2.4977
1,LL Mountain Tire,9.3463,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Monday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Road Bottle Cage,3.3623,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,41,Monday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,LL Mountain Tire,9.3463,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,41,Monday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Road-350-W,1082.51,Northwest,United States,North America,Road Bikes,Bikes,October,41,Tuesday,Autumn,1700.99,1700.99,1082.51,618.48
1,Mountain Tire Tube,1.8663,Southwest,United States,North America,Tires and Tubes,Accessories,October,41,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain-500,294.5797,Canada,Canada,North America,Mountain Bikes,Bikes,October,41,Tuesday,Autumn,539.99,539.99,294.5797,245.4103
1,Touring Tire Tube,1.8663,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,41,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Women's Mountain Shorts,26.1763,Canada,Canada,North America,Shorts,Clothing,October,41,Wednesday,Autumn,69.99,69.99,26.1763,43.8137
1,HL Mountain Tire,13.09,Canada,Canada,North America,Tires and Tubes,Accessories,October,41,Wednesday,Autumn,35.0,35.0,13.09,21.91
1,ML Road Tire,9.3463,Canada,Canada,North America,Tires and Tubes,Accessories,October,41,Wednesday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,41,Wednesday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Sport-100,13.0863,United Kingdom,United Kingdom,Europe,Helmets,Accessories,October,41,Wednesday,Autumn,34.99,34.99,13.0863,21.9037
1,Sport-100,12.0278,United Kingdom,United Kingdom,Europe,Helmets,Accessories,October,41,Wednesday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Cycling Cap,5.7052,Australia,Australia,Pacific,Caps,Clothing,October,41,Thursday,Autumn,8.6442,8.6442,5.7052,2.939
1,Road-550-W,605.6492,Australia,Australia,Pacific,Road Bikes,Bikes,October,41,Thursday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,HL Road Tire,12.1924,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,41,Thursday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Road-350-W,1082.51,Northwest,United States,North America,Road Bikes,Bikes,October,41,Friday,Autumn,1700.99,1700.99,1082.51,618.48
1,Sport-100,12.0278,Southwest,United States,North America,Helmets,Accessories,October,41,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,41,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road-750,343.6496,Northwest,United States,North America,Road Bikes,Bikes,October,41,Saturday,Autumn,539.99,539.99,343.6496,196.3404
1,Mountain-200,1117.8559,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,October,41,Saturday,Autumn,2071.4196,2071.4196,1117.8559,953.5637000000002
1,Road Bottle Cage,3.3623,Southwest,United States,North America,Bottles and Cages,Accessories,October,41,Sunday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Fender Set - Mountain,8.2205,Southwest,United States,North America,Fenders,Accessories,October,41,Sunday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Short-Sleeve Classic Jersey,41.5723,Australia,Australia,Pacific,Jerseys,Clothing,October,41,Sunday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Road-550-W,605.6492,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,October,41,Sunday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Patch kit,0.8565,Canada,Canada,North America,Tires and Tubes,Accessories,October,42,Monday,Autumn,2.29,2.29,0.8565,1.4335
1,Touring Tire Tube,1.8663,Germany,Germany,Europe,Tires and Tubes,Accessories,October,42,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Fender Set - Mountain,8.2205,Australia,Australia,Pacific,Fenders,Accessories,October,42,Monday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,LL Road Tire,8.0373,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Monday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Racing Socks,3.3623,France,France,Europe,Socks,Clothing,October,42,Tuesday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Mountain-400-W,419.7784,Southwest,United States,North America,Mountain Bikes,Bikes,October,42,Wednesday,Autumn,769.49,769.49,419.7784,349.71160000000003
1,Sport-100,12.0278,Australia,Australia,Pacific,Helmets,Accessories,October,42,Wednesday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Mountain-200,1117.8559,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,42,Wednesday,Autumn,2071.4196,2071.4196,1117.8559,953.5637000000002
1,Half-Finger Gloves,9.7136,Northwest,United States,North America,Gloves,Clothing,October,42,Thursday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Patch kit,0.8565,Northwest,United States,North America,Tires and Tubes,Accessories,October,42,Thursday,Autumn,2.29,2.29,0.8565,1.4335
1,LL Mountain Tire,9.3463,Northwest,United States,North America,Tires and Tubes,Accessories,October,42,Thursday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Half-Finger Gloves,9.7136,Australia,Australia,Pacific,Gloves,Clothing,October,42,Thursday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Mountain Bottle Cage,3.7363,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,42,Thursday,Autumn,9.99,9.99,3.7363,6.2537
1,Cycling Cap,5.7052,Northwest,United States,North America,Caps,Clothing,October,42,Friday,Autumn,8.6442,8.6442,5.7052,2.939
1,Racing Socks,3.3623,Southwest,United States,North America,Socks,Clothing,October,42,Friday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Sport-100,12.0278,Canada,Canada,North America,Helmets,Accessories,October,42,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,HL Mountain Tire,13.09,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Friday,Autumn,35.0,35.0,13.09,21.91
1,ML Road Tire,9.3463,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Friday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Road-750,343.6496,Northwest,United States,North America,Road Bikes,Bikes,October,42,Saturday,Autumn,539.99,539.99,343.6496,196.3404
1,Touring Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,October,42,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road-750,343.6496,France,France,Europe,Road Bikes,Bikes,October,42,Saturday,Autumn,539.99,539.99,343.6496,196.3404
1,Road Bottle Cage,3.3623,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,42,Saturday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,HL Mountain Tire,13.09,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Saturday,Autumn,35.0,35.0,13.09,21.91
1,Cycling Cap,5.7052,Northwest,United States,North America,Caps,Clothing,October,42,Sunday,Autumn,8.6442,8.6442,5.7052,2.939
1,Mountain-200,1105.81,Southwest,United States,North America,Mountain Bikes,Bikes,October,42,Sunday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Fender Set - Mountain,8.2205,Southwest,United States,North America,Fenders,Accessories,October,42,Sunday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Sport-100,13.0863,Southwest,United States,North America,Helmets,Accessories,October,43,Monday,Autumn,34.99,34.99,13.0863,21.9037
1,Half-Finger Gloves,9.7136,France,France,Europe,Gloves,Clothing,October,43,Monday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Touring Tire,10.8423,Germany,Germany,Europe,Tires and Tubes,Accessories,October,43,Monday,Autumn,28.99,28.99,10.8423,18.1477
1,HL Road Tire,12.1924,Southwest,United States,North America,Tires and Tubes,Accessories,October,43,Tuesday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Road-750,343.6496,Southwest,United States,North America,Road Bikes,Bikes,October,43,Tuesday,Autumn,539.99,539.99,343.6496,196.3404
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,43,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Racing Socks,3.3623,Australia,Australia,Pacific,Socks,Clothing,October,43,Tuesday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Fender Set - Mountain,8.2205,United Kingdom,United Kingdom,Europe,Fenders,Accessories,October,43,Tuesday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Road-550-W,605.6492,Northwest,United States,North America,Road Bikes,Bikes,October,43,Wednesday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Mountain Tire Tube,1.8663,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road Tire Tube,1.4923,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,3.99,3.99,1.4923,2.4977
1,Touring Tire Tube,1.8663,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Short-Sleeve Classic Jersey,41.5723,Southwest,United States,North America,Jerseys,Clothing,October,43,Wednesday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Mountain Bottle Cage,3.7363,Germany,Germany,Europe,Bottles and Cages,Accessories,October,43,Wednesday,Autumn,9.99,9.99,3.7363,6.2537
1,Touring Tire,10.8423,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,28.99,28.99,10.8423,18.1477
1,Sport-100,12.0278,Canada,Canada,North America,Helmets,Accessories,October,43,Thursday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Short-Sleeve Classic Jersey,41.5723,Australia,Australia,Pacific,Jerseys,Clothing,October,43,Thursday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Cycling Cap,5.7052,Southwest,United States,North America,Caps,Clothing,October,43,Friday,Autumn,8.6442,8.6442,5.7052,2.939
1,Patch kit,0.8565,France,France,Europe,Tires and Tubes,Accessories,October,43,Friday,Autumn,2.29,2.29,0.8565,1.4335
1,Bike Wash,2.9733,France,France,Europe,Cleaners,Accessories,October,43,Friday,Autumn,7.95,7.95,2.9733,4.9767
1,Touring-2000,755.1508,France,France,Europe,Touring Bikes,Bikes,October,43,Friday,Autumn,1214.85,1214.85,755.1508,459.6991999999999
1,Sport-100,12.0278,Australia,Australia,Pacific,Helmets,Accessories,October,43,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,43,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Classic Vest,23.749,United Kingdom,United Kingdom,Europe,Vests,Clothing,October,43,Friday,Autumn,63.5,63.5,23.749,39.751000000000005
1,Road-350-W,1082.51,Southwest,United States,North America,Road Bikes,Bikes,October,43,Saturday,Autumn,1700.99,1700.99,1082.51,618.48
1,Touring Tire,10.8423,Canada,Canada,North America,Tires and Tubes,Accessories,October,43,Saturday,Autumn,28.99,28.99,10.8423,18.1477
1,Long-Sleeve Logo Jersey,31.7244,Germany,Germany,Europe,Jerseys,Clothing,October,43,Saturday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,LL Road Tire,8.0373,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,43,Saturday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Water Bottle,1.8663,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,43,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,HL Mountain Tire,13.09,Southwest,United States,North America,Tires and Tubes,Accessories,October,43,Sunday,Autumn,35.0,35.0,13.09,21.91
1,Women's Mountain Shorts,26.1763,Canada,Canada,North America,Shorts,Clothing,October,43,Sunday,Autumn,69.99,69.99,26.1763,43.8137
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,43,Sunday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Road-250,1320.6838,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,October,43,Sunday,Autumn,2181.5625,2181.5625,1320.6838,860.8787
1,Mountain-500,294.5797,Northwest,United States,North America,Mountain Bikes,Bikes,October,44,Monday,Autumn,539.99,539.99,294.5797,245.4103
1,Sport-100,12.0278,Southwest,United States,North America,Helmets,Accessories,October,44,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Touring Tire Tube,1.8663,France,France,Europe,Tires and Tubes,Accessories,October,44,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain-200,1105.81,Germany,Germany,Europe,Mountain Bikes,Bikes,October,44,Monday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Mountain Tire Tube,1.8663,Germany,Germany,Europe,Tires and Tubes,Accessories,October,44,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road-750,343.6496,Germany,Germany,Europe,Road Bikes,Bikes,October,44,Monday,Autumn,539.99,539.99,343.6496,196.3404
1,Road-750,343.6496,Australia,Australia,Pacific,Road Bikes,Bikes,October,44,Monday,Autumn,539.99,539.99,343.6496,196.3404
1,Water Bottle,1.8663,Canada,Canada,North America,Bottles and Cages,Accessories,November,44,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Canada,Canada,North America,Bottles and Cages,Accessories,November,44,Tuesday,Autumn,9.99,9.99,3.7363,6.2537
1,Mountain Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,November,44,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road Tire Tube,1.4923,Canada,Canada,North America,Tires and Tubes,Accessories,November,44,Tuesday,Autumn,3.99,3.99,1.4923,2.4977
1,Sport-100,12.0278,Southwest,United States,North America,Helmets,Accessories,November,44,Wednesday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Mountain-200,1105.81,Canada,Canada,North America,Mountain Bikes,Bikes,November,44,Wednesday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Water Bottle,1.8663,France,France,Europe,Bottles and Cages,Accessories,November,44,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Sport-100,13.0863,Australia,Australia,Pacific,Helmets,Accessories,November,44,Wednesday,Autumn,34.99,34.99,13.0863,21.9037
1,Road-550-W,605.6492,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,44,Wednesday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Women's Mountain Shorts,26.1763,Southwest,United States,North America,Shorts,Clothing,November,44,Thursday,Autumn,69.99,69.99,26.1763,43.8137
1,Touring Tire,10.8423,Southwest,United States,North America,Tires and Tubes,Accessories,November,44,Thursday,Autumn,28.99,28.99,10.8423,18.1477
1,Road-250,1320.6838,Germany,Germany,Europe,Road Bikes,Bikes,November,44,Thursday,Autumn,2181.5625,2181.5625,1320.6838,860.8787
1,Short-Sleeve Classic Jersey,41.5723,Australia,Australia,Pacific,Jerseys,Clothing,November,44,Thursday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Half-Finger Gloves,9.7136,Southwest,United States,North America,Gloves,Clothing,November,44,Friday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Mountain Tire Tube,1.8663,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,44,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Northwest,United States,North America,Bottles and Cages,Accessories,November,44,Saturday,Autumn,9.99,9.99,3.7363,6.2537
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,44,Saturday,Autumn,2.29,2.29,0.8565,1.4335
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,44,Saturday,Autumn,3.99,3.99,1.4923,2.4977
1,Fender Set - Mountain,8.2205,Northwest,United States,North America,Fenders,Accessories,November,44,Sunday,Autumn,21.98,21.98,8.2205,13.759500000000001
2,Water Bottle,3.7326,Southwest,United States,North America,Bottles and Cages,Accessories,November,44,Sunday,Autumn,9.98,19.96,7.4652,12.494800000000001
1,Mountain-200,1117.8559,Northwest,United States,North America,Mountain Bikes,Bikes,November,45,Monday,Autumn,2071.4196,2071.4196,1117.8559,953.5637000000002
2,Water Bottle,3.7326,Southwest,United States,North America,Bottles and Cages,Accessories,November,45,Monday,Autumn,9.98,19.96,7.4652,12.494800000000001
1,Mountain Bottle Cage,3.7363,Canada,Canada,North America,Bottles and Cages,Accessories,November,45,Monday,Autumn,9.99,9.99,3.7363,6.2537
1,HL Road Tire,12.1924,Canada,Canada,North America,Tires and Tubes,Accessories,November,45,Monday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Water Bottle,1.8663,Germany,Germany,Europe,Bottles and Cages,Accessories,November,45,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,November,45,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Mountain Tire,9.3463,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Monday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,HL Mountain Tire,13.09,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Monday,Autumn,35.0,35.0,13.09,21.91
1,Road-750,343.6496,Australia,Australia,Pacific,Road Bikes,Bikes,November,45,Monday,Autumn,539.99,539.99,343.6496,196.3404
1,Mountain Bottle Cage,3.7363,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Tuesday,Autumn,9.99,9.99,3.7363,6.2537
1,Classic Vest,23.749,Southwest,United States,North America,Vests,Clothing,November,45,Tuesday,Autumn,63.5,63.5,23.749,39.751000000000005
1,ML Mountain Tire,11.2163,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,45,Tuesday,Autumn,29.99,29.99,11.2163,18.773699999999998
1,Mountain Bottle Cage,3.7363,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,9.99,9.99,3.7363,6.2537
1,Sport-100,12.0278,France,France,Europe,Helmets,Accessories,November,45,Wednesday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain-200,1105.81,Northwest,United States,North America,Mountain Bikes,Bikes,November,45,Thursday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Touring Tire Tube,1.8663,Southwest,United States,North America,Tires and Tubes,Accessories,November,45,Thursday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,November,45,Thursday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Road Bottle Cage,3.3623,France,France,Europe,Bottles and Cages,Accessories,November,45,Thursday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Fender Set - Mountain,8.2205,United Kingdom,United Kingdom,Europe,Fenders,Accessories,November,45,Thursday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Sport-100,12.0278,Northwest,United States,North America,Helmets,Accessories,November,45,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Patch kit,0.8565,Southwest,United States,North America,Tires and Tubes,Accessories,November,45,Saturday,Autumn,2.29,2.29,0.8565,1.4335
1,Road-750,343.6496,Canada,Canada,North America,Road Bikes,Bikes,November,45,Saturday,Autumn,539.99,539.99,343.6496,196.3404
1,Water Bottle,1.8663,Germany,Germany,Europe,Bottles and Cages,Accessories,November,45,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Mountain Tire,9.3463,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Saturday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Touring Tire,10.8423,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,45,Saturday,Autumn,28.99,28.99,10.8423,18.1477
1,Road Bottle Cage,3.3623,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Sunday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Touring-1000,1481.9379,Northwest,United States,North America,Touring Bikes,Bikes,November,45,Sunday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Road-250,1320.6838,Australia,Australia,Pacific,Road Bikes,Bikes,November,45,Sunday,Autumn,2181.5625,2181.5625,1320.6838,860.8787
1,Half-Finger Gloves,9.7136,Northwest,United States,North America,Gloves,Clothing,November,46,Monday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Mountain-400-W,419.7784,Northwest,United States,North America,Mountain Bikes,Bikes,November,46,Monday,Autumn,769.49,769.49,419.7784,349.71160000000003
1,Mountain Bottle Cage,3.7363,Southwest,United States,North America,Bottles and Cages,Accessories,November,46,Monday,Autumn,9.99,9.99,3.7363,6.2537
1,Sport-100,12.0278,France,France,Europe,Helmets,Accessories,November,46,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,LL Road Tire,8.0373,France,France,Europe,Tires and Tubes,Accessories,November,46,Monday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,HL Mountain Tire,13.09,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,46,Monday,Autumn,35.0,35.0,13.09,21.91
1,Mountain-500,308.2179,Australia,Australia,Pacific,Mountain Bikes,Bikes,November,46,Monday,Autumn,564.99,564.99,308.2179,256.7721
1,Sport-100,12.0278,United Kingdom,United Kingdom,Europe,Helmets,Accessories,November,46,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Water Bottle,1.8663,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,46,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Tuesday,Autumn,2.29,2.29,0.8565,1.4335
1,Mountain Bottle Cage,3.7363,Southwest,United States,North America,Bottles and Cages,Accessories,November,46,Tuesday,Autumn,9.99,9.99,3.7363,6.2537
1,Touring-2000,755.1508,Southwest,United States,North America,Touring Bikes,Bikes,November,46,Tuesday,Autumn,1214.85,1214.85,755.1508,459.6991999999999
1,Mountain Tire Tube,1.8663,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Road Tire,8.0373,Southwest,United States,North America,Tires and Tubes,Accessories,November,46,Wednesday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Patch kit,0.8565,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Thursday,Autumn,2.29,2.29,0.8565,1.4335
1,Road-750,343.6496,Canada,Canada,North America,Road Bikes,Bikes,November,46,Thursday,Autumn,539.99,539.99,343.6496,196.3404
1,Road-750,343.6496,Germany,Germany,Europe,Road Bikes,Bikes,November,46,Thursday,Autumn,539.99,539.99,343.6496,196.3404
1,Hydration Pack,20.5663,Australia,Australia,Pacific,Hydration Packs,Accessories,November,46,Thursday,Autumn,54.99,54.99,20.5663,34.423700000000004
1,Road-550-W,605.6492,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Thursday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Road Bottle Cage,3.3623,Northwest,United States,North America,Bottles and Cages,Accessories,November,46,Friday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Patch kit,0.8565,Canada,Canada,North America,Tires and Tubes,Accessories,November,46,Friday,Autumn,2.29,2.29,0.8565,1.4335
1,Sport-100,12.0278,France,France,Europe,Helmets,Accessories,November,46,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Hydration Pack,20.5663,France,France,Europe,Hydration Packs,Accessories,November,46,Friday,Autumn,54.99,54.99,20.5663,34.423700000000004
1,Touring Tire,10.8423,Germany,Germany,Europe,Tires and Tubes,Accessories,November,46,Friday,Autumn,28.99,28.99,10.8423,18.1477
1,Sport-100,12.0278,Australia,Australia,Pacific,Helmets,Accessories,November,46,Friday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,46,Friday,Autumn,3.99,3.99,1.4923,2.4977
1,Road-350-W,1082.51,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Friday,Autumn,1700.99,1700.99,1082.51,618.48
1,Road-750,343.6496,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Friday,Autumn,539.99,539.99,343.6496,196.3404
1,Sport-100,12.0278,Southwest,United States,North America,Helmets,Accessories,November,46,Saturday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road-250,1320.6838,Southwest,United States,North America,Road Bikes,Bikes,November,46,Saturday,Autumn,2181.5625,2181.5625,1320.6838,860.8787
1,All-Purpose Bike Stand,59.466,Southwest,United States,North America,Bike Stands,Accessories,November,46,Saturday,Autumn,159.0,159.0,59.466,99.53399999999999
1,Touring Tire,10.8423,Southwest,United States,North America,Tires and Tubes,Accessories,November,46,Saturday,Autumn,28.99,28.99,10.8423,18.1477
1,Road-750,343.6496,Canada,Canada,North America,Road Bikes,Bikes,November,46,Saturday,Autumn,539.99,539.99,343.6496,196.3404
1,Sport-100,13.0863,Germany,Germany,Europe,Helmets,Accessories,November,46,Saturday,Autumn,34.99,34.99,13.0863,21.9037
1,Sport-100,13.0863,Australia,Australia,Pacific,Helmets,Accessories,November,46,Saturday,Autumn,34.99,34.99,13.0863,21.9037
1,Road-350-W,1082.51,Australia,Australia,Pacific,Road Bikes,Bikes,November,46,Saturday,Autumn,1700.99,1700.99,1082.51,618.48
1,Racing Socks,3.3623,Southwest,United States,North America,Socks,Clothing,November,46,Sunday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Half-Finger Gloves,9.7136,Canada,Canada,North America,Gloves,Clothing,November,46,Sunday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,LL Road Tire,8.0373,Canada,Canada,North America,Tires and Tubes,Accessories,November,46,Sunday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Road Tire Tube,1.4923,Germany,Germany,Europe,Tires and Tubes,Accessories,November,46,Sunday,Autumn,3.99,3.99,1.4923,2.4977
1,Hydration Pack,20.5663,Australia,Australia,Pacific,Hydration Packs,Accessories,November,46,Sunday,Autumn,54.99,54.99,20.5663,34.423700000000004
